Player,Batting,Bowling,Umpire
Ayesha Zafar,Right hand,Right arm leg break,No
AY Harris,Right hand,,No
Aysha,Right hand,Right arm pace,No
Ayush Ummat,Right hand,Right arm pace,No
Azam Khan,Right hand,,No
A Zampa,Right hand,Right arm leg break,No
Azeem Rafiq,Right hand,Right arm off break,No
Azeem ul Haq,Right hand,Right arm off break,No
Azhar Ali,Right hand,Right arm leg break,No
Azhar Andani,Right hand,Right arm pace,No
Azhar Khan,Right hand,Right arm off break,No
Azhar Mahmood,Right hand,Right arm pace,No
Azharullah,Right hand,Right arm pace,No
A Ziraba,Right hand,,No
Aziz Mohammad,Right hand,Right arm pace,No
Aziz Sualley,Right hand,Right arm leg break,No
Azmat Ali,Right hand,Right arm pace,No
Azmatullah Omarzai,Right hand,Right arm pace,No
AZ Monaghan,Right hand,Right arm pace,No
Azyan Farhath,Right hand,Right arm pace,No
Babar Azam,Right hand,Right arm off break,No
Babar Hayat,Right hand,Right arm pace,No
Babar Hussain,Right hand,,No
Babar Shahzad,Right hand,Right arm pace,No
BA Carse,Right hand,Right arm pace,No
BAC Howell,Right hand,Right arm pace,No
BAD Manenti,Right hand,Right arm off break,No
B Adu,Right hand,,No
BA Hutton,Right hand,Right arm pace,No
B Akhil,Right hand,Right arm pace,No
Bakhtiar Tahiri,Right hand,Right arm pace,No
BA King,Right hand,,No
BA Langston,Right hand,Right arm pace,No
Baljit Singh,Right hand,Right arm pace,No
BAM Heath,Right hand,,No
B Angeltti,Right hand,Right arm off break,No
B Aparajith,Right hand,Right arm off break,No
BA Parchment,Right hand,Right arm off break,No
B Arora,Right hand,Right arm leg break,No
Bashir Shah,Right hand,Left arm orthodox,No
Basil Hameed,Right hand,Right arm off break,No
Basil Thampi,Right hand,Right arm pace,No
BA Simango,Right hand,Right arm pace,No
Bastaki Fahad,Right hand,Right arm off break,No
Bastaki Mahmoud,Right hand,Right arm off break,No
Batool Fatima,Right hand,Right arm pace,No
BA Westdijk,Right hand,Right arm pace,No
BA Williams,Right hand,Right arm pace,No
BAW Mendis,Right hand,Right arm off break,No
Baz Aybui,Right hand,Right arm pace,No
Bazid Khan,Right hand,Right arm off break,No
BBA Geddes,Right hand,,No
BB Bopp,Right hand,Right arm pace,No
BB Chari,Right hand,Right arm off break,No
B Bezuidenhout,Right hand,,No
B Bhandari,Right hand,,No
BBJL Perera,Right hand,Right arm pace,No
BBJ Nandakumar,Right hand,Right arm pace,No
BB McCullum,Right hand,Right arm pace,No
BB Samantray,Right hand,Right arm pace,No
B Casson,Right hand,Left arm wrist spin,No
BC Binch,Right hand,Right arm pace,No
BC Brown,Right hand,Left arm orthodox,No
BC Cullen,Right hand,Right arm pace,No
BC Fortuin,Right hand,Left arm orthodox,No
B Chipli,Right hand,Right arm pace,No
BCJ Cutting,Right hand,Right arm pace,No
BC Molony,Right hand,Right arm pace,No
BCMS Mendis,Right hand,Right arm off break,No
B Cooper,Right hand,Right arm pace,No
B Coulibaly,Right hand,Right arm pace,No
BD Cotton,Right hand,Right arm pace,No
B de Leede,Right hand,,No
BD Glover,Right hand,Right arm pace,No
BD Guest,Right hand,,No
B Dial,Right hand,Right arm off break,No
B Doggett,Right hand,Right arm pace,No
BD Pare,Right hand,Right arm pace,No
B Dudleston,Right hand,Left arm orthodox,No
Bella Poon,Right hand,Right arm pace,No
B Ellis,Right hand,Right arm pace,No
BE McGain,Right hand,Right arm leg break,No
BE Patterson,Right hand,Right arm pace,No
B Etim,Right hand,Right arm pace,No
BEW Morgan,Right hand,Right arm off break,No
BE Young,Right hand,Left arm orthodox,No
B Fernando,Right hand,Left arm pace,No
B Fitchet,Right hand,Right arm leg break,No
BF Mailata,Right hand,,No
B Frank,Right hand,Right arm pace,No
B Freeman,Right hand,Right arm leg break,No
BF Smith,Right hand,Right arm off break,No
BFW de Leede,Right hand,Right arm pace,No
B Gaanamong,Right hand,Left arm pace,No
BG Armstrong,Right hand,Right arm pace,No
BG Drew,Right hand,Right arm pace,No
B Geeves,Right hand,Right arm pace,No
B George,Right hand,Right arm pace,No
BGF Green,Right hand,Right arm pace,No
BG Lister,Right hand,Left arm pace,No
BG Randell,Right hand,Right arm pace,No
BG Whitehead,Right hand,Right arm leg break,No
B Hepburn,Right hand,Right arm pace,No
B Herath,Right hand,Left arm orthodox,No
B Hower,Right hand,Left arm orthodox,No
Bhumeshswar Jagroo,Right hand,Right arm off break,No
Bikram Sob,Right hand,Right arm pace,No
Bilal Aftab,Right hand,Right arm pace,No
Bilal Asif,Right hand,Right arm off break,No
Bilal Hassun,Right hand,Right arm pace,No
Bilal Mansoor,Right hand,Right arm pace,No
Bilal Muhammad,Right hand,Left arm pace,No
Bilal Safdar,Right hand,Right arm off break,No
Bilal Shafayat,Right hand,Right arm pace,No
Bilal Tahir,Right hand,,No
Bilal Zalmai,Right hand,Right arm off break,No
Bilawal Bhatti,Right hand,Right arm pace,No
Bismillah Khan,Right hand,,No
B Ivanov,Right hand,Right arm pace,No
B Jacobs,Right hand,Right arm pace,No
BJ Arnel,Right hand,Right arm pace,No
BJ Bess,Right hand,Right arm pace,No
BJ Davidson,Right hand,,No
BJ Diamanti,Right hand,Right arm pace,No
BJ Haddin,Right hand,,No
BJ Hall,Right hand,,No
BJ Hodge,Right hand,Right arm off break,No
BJ Holt,Right hand,,No
BJ Horne,Right hand,Left arm orthodox,No
BJJ Wells,Right hand,,No
BJ McCarthy,Right hand,Right arm pace,No
BJ Muir,Right hand,,No
BJ Patel,Right hand,Left arm orthodox,No
BJ Small,Right hand,Right arm pace,No
BJ Stepien,Right hand,Right arm pace,No
BJ Taylor,Right hand,Right arm off break,No
BJ Twohig,Right hand,Left arm orthodox,No
BJ Watling,Right hand,,No
BJ Webster,Right hand,Right arm pace,No
BJ Wightman,Right hand,Right arm pace,No
BJ Wright,Right hand,Right arm pace,No
B Kalki Kumar,Right hand,Right arm off break,No
BK Das,Right hand,Right arm pace,No
BKG Mendis,Right hand,Right arm leg break,No
B Kgosiemang,Right hand,Right arm pace,No
B Khumalo,Right hand,Right arm pace,No
BK Ravi,Right hand,Left arm pace,No
B Kumar,Right hand,Right arm pace,No
B Kynman,Right hand,Right arm pace,No
B Laughlin,Right hand,Right arm pace,No
BL D'Oliveira,Right hand,Right arm leg break,No
BL Edwards,Right hand,Right arm pace,No
B Lee,Right hand,Right arm pace,No
BL Kotze,Right hand,Right arm pace,No
BL Morgan,Right hand,Right arm pace,No
BL Wiggins,Right hand,,No
B Madimabe,Right hand,,No
B Maes Loch,Right hand,Right arm pace,No
BMA Mbida,Right hand,Right arm pace,No
B Masaba,Right hand,Right arm pace,No
B Mavuta,Right hand,Right arm leg break,No
BM Devchand,Right hand,Right arm pace,No
BM Hope,Right hand,Right arm pace,No
BMJ Allison,Right hand,Right arm pace,No
BM Kitt,Right hand,Right arm pace,No
B Mpedi,Right hand,Right arm pace,No
BM Scholtz,Right hand,Left arm orthodox,No
BM Tickner,Right hand,Right arm pace,No
B Murekatete,Right hand,Right arm pace,No
B Musoke,Right hand,Right arm pace,No
B Muzarabani,Right hand,Right arm pace,No
BM Wheeler,Right hand,Left arm pace,No
B Mwita,Right hand,Right arm pace,No
B Narender Reddy,Right hand,Right arm off break,No
B Ndipo,Right hand,Right arm pace,No
B Niaz,Right hand,Right arm pace,No
BNJ Lockrose,Right hand,Left arm orthodox,No
BNJ Oxenford,Right hand,Right arm leg break,No
BNL Charles,Right hand,Right arm off break,No
BN Toube,Right hand,Right arm pace,No
B Nwobodo,Right hand,Right arm off break,No
BO Coad,Right hand,Right arm pace,No
BOP Fernando,Right hand,Right arm leg break,No
Bosco Tuyizere,Right hand,,No
BP Coburn,Right hand,Left arm wrist spin,No
B Pierre,Right hand,,No
BPJ Mendis,Right hand,Right arm off break,No
BP Kruger,Right hand,Right arm pace,No
BP Loots,Right hand,Right arm pace,No
BP Martin,Right hand,Left arm orthodox,No
B Pondani,Right hand,Right arm pace,No
BP Rodden,Right hand,Right arm pace,No
BR Davis,Right hand,Right arm pace,No
BR Doctrove,Right hand,,No
BR Dorey,Right hand,Right arm pace,No
BR Hampton,Right hand,Right arm pace,No
BR McDermott,Right hand,Right arm pace,No
BRM Taylor,Right hand,Right arm off break,No
BS Bartley,Right hand,,No
B Schilperoord,Right hand,,No
BS Dean,Right hand,Right arm leg break,No
BS Fulmali,Right hand,Right arm pace,No
B Shanti,Right hand,Right arm off break,No
B Shetty,Right hand,Right arm pace,No
B Shikongo,Right hand,Right arm pace,No
B Sly,Right hand,,No
BS Makhanya,Right hand,Right arm pace,No
B Smith,Right hand,Right arm pace,No
B Sombatraksa,Right hand,Right arm leg break,No
BS Smith,Right hand,Right arm off break,No
B Sumanth,Right hand,Right arm pace,No
BS Wilson,Right hand,Right arm off break,No
BT Foakes,Right hand,,No
BTJ Wheal,Right hand,Right arm pace,No
BT Watambwa,Right hand,Right arm pace,No
Busra Uca,Right hand,Right arm pace,No
B Vakarewa,Right hand,Right arm pace,No
B Vij,Right hand,Left arm orthodox,No
BV Save,Right hand,,No
BV Sears,Right hand,Right arm pace,No
BW Aitchison,Right hand,Right arm pace,No
B Wakhley,Right hand,Right arm pace,No
B Ward,Right hand,Right arm leg break,No
BW Hilfenhaus,Right hand,Right arm pace,No
B White,Right hand,Right arm leg break,No
BWM Mike,Right hand,Right arm pace,No
BW Sanderson,Right hand,Right arm pace,No
BYA Mendis,Right hand,Right arm pace,No
B Zuiderent,Right hand,Right arm pace,No
CA Anneveld,Right hand,Right arm pace,No
CA Barrett,Right hand,Right arm pace,No
CA Gurrey,Right hand,Right arm pace,No
CA Henry,Right hand,Right arm pace,No
CA Hoffmann,Right hand,Right arm pace,No
CAH Stevenson,Right hand,Right arm pace,No
CAJ Brodrick,Right hand,,No
CAJ Meschede,Right hand,Right arm pace,No
CAJ Morris,Right hand,Right arm pace,No
CAK Rajitha,Right hand,Right arm pace,No
CAK Walton,Right hand,,No
CAL Davis,Right hand,Left arm pace,No
Callum Taylor,Right hand,Right arm off break,No
CA Lynn,Right hand,Left arm orthodox,No
C Anayo,Right hand,Right arm off break,No
CA Philipson,Right hand,Right arm pace,No
C Appel,Right hand,Right arm pace,No
CA Pujara,Right hand,Right arm leg break,No
CA Reid,Right hand,Right arm pace,No
Carl Cachopa,Right hand,Right arm pace,No
CA Rose,Right hand,Left arm orthodox,No
CA Saville,Right hand,,No
CA Soper,Right hand,Right arm pace,No
C Atkins,Right hand,Right arm pace,No
CA Wakim,Right hand,,No
C Aweko,Right hand,Right arm off break,No
CA Young,Right hand,Right arm pace,No
C Bah,Right hand,Right arm pace,No
CB Cooke,Right hand,,No
C Beckford,Right hand,Right arm off break,No
CB Gaffaney,Right hand,,No
C Bisson,Right hand,Right arm pace,No
C Blackadder,Right hand,Right arm pace,No
CB Mpofu,Right hand,Right arm pace,No
CB Neale,Right hand,Right arm pace,No
CB Ondoa,Right hand,,No
C Bosch,Right hand,Right arm pace,No
C Brennan,Right hand,Right arm pace,No
C Breteche,Right hand,Right arm pace,No
C Brewer,Right hand,Right arm pace,No
C Brits,Right hand,Right arm pace,No
C Brown,Right hand,Right arm pace,No
CB Sole,Right hand,Right arm pace,No
CB Wishart,Right hand,Right arm off break,No
CC Alexander,Right hand,Right arm leg break,No
C Campher,Right hand,Right arm pace,No
C Carter,Right hand,,No
CC Blake,Right hand,Right arm pace,No
CC Dalton,Right hand,Right arm pace,No
C Chatonzwa,Right hand,Right arm off break,No
C Chete,Right hand,,No
CC van Slobbe,Right hand,Right arm pace,No
CD Barnwell,Right hand,Right arm pace,No
CD Collymore,Right hand,Right arm pace,No
CD Cumming,Right hand,,No
CD de Lange,Right hand,Left arm orthodox,No
C de Grandhomme,Right hand,Right arm pace,No
C de Lange,Right hand,Right arm leg break,No
CD Fletcher,Right hand,,No
C Diarra,Right hand,,No
CD Kibuge,Right hand,,No
CD Mboe,Right hand,Right arm pace,No
CD McMillan,Right hand,Right arm pace,No
CD Nash,Right hand,Right arm off break,No
CD Thorp,Right hand,Right arm pace,No
CD Wallace,Right hand,,No
CD Wright,Right hand,,No
CE Brock,Right hand,Right arm leg break,No
CE Dean,Right hand,Right arm off break,No
C Elmsjoo,Right hand,Right arm pace,No
CE McConchie,Right hand,Right arm off break,No
CE Rudd,Right hand,Right arm pace,No
CE Shreck,Right hand,Right arm pace,No
C Esterhuizen,Right hand,Right arm off break,No
CF Hartley,Right hand,Right arm pace,No
CF Jackson,Right hand,,No
CFK van Wyk,Right hand,,No
C Floyd,Right hand,Left arm orthodox,No
C Fortuin,Right hand,,No
CF Parkinson,Right hand,Left arm orthodox,No
CF Snyman,Right hand,Right arm pace,No
C Ganapathy,Right hand,Right arm pace,No
CG Benjamin,Right hand,Right arm pace,No
CG Blakely,Right hand,Right arm pace,No
CG Harrison,Right hand,Right arm leg break,No
C Gibson,Right hand,,No
C Green,Right hand,Right arm pace,No
CG Steenstra Toussaint,Right hand,Right arm pace,No
CG Williams,Right hand,Right arm pace,No
Chamara Silva,Right hand,Left arm orthodox,No
Chamil Perera,Right hand,Right arm pace,No
Chan Ka Man,Right hand,Right arm off break,No
Chan Sau Har,Right hand,Left arm orthodox,No
Charana Nanayakkara,Right hand,Right arm pace,No
Charanjeet Singh,Right hand,Right arm pace,No
C Hartmann,Right hand,,No
Chaya Mughal,Right hand,Right arm pace,No
Chayank Gosain,Right hand,Left arm orthodox,No
Cheena Sharma,Right hand,Right arm off break,No
Chen Jinfeng,Right hand,Right arm off break,No
Chen Liang,Right hand,,No
Chen Xiaoran,Right hand,,No
Chen Zhuo Yue,Right hand,Left arm orthodox,No
Chinmay Sharma,Right hand,Right arm pace,No
Chinyenum George,Right hand,Right arm pace,No
Chirag Suri,Right hand,Right arm off break,No
CH Morris,Right hand,Right arm pace,No
Christopher Edwards,Right hand,Right arm pace,No
CH Stobo,Right hand,Right arm pace,No
CH Williams,Right hand,Right arm off break,No
CI Manidom,Right hand,Right arm pace,No
C Janik,Right hand,Right arm leg break,No
CJ Borgas,Right hand,Right arm off break,No
CJ Botma,Right hand,Right arm pace,No
CJ Bowes,Right hand,Right arm pace,No
CJ Boyce,Right hand,Right arm leg break,No
CJ Chibhabha,Right hand,Right arm pace,No
CJC Wright,Right hand,Right arm pace,No
CJ Dala,Right hand,Right arm pace,No
CJ Delany,Right hand,Right arm pace,No
CJ Erkelens,Right hand,Right arm pace,No
CJ Ferguson,Right hand,Right arm pace,No
CJ Gannon,Right hand,Right arm pace,No
CJ Green,Right hand,Right arm off break,No
CJ Jordan,Right hand,Right arm pace,No
CJ Koski,Right hand,,No
CJ Liddle,Right hand,Left arm pace,No
CJ McKay,Right hand,Right arm pace,No
CJ Mitchley,Right hand,,No
C Jonker,Right hand,Right arm pace,No
CJO Smith,Right hand,,No
CJ Phillips,Right hand,Right arm pace,No
CJ Russell,Right hand,Right arm pace,No
CJ Sayers,Right hand,Right arm pace,No
CJ Smith,Right hand,Right arm off break,No
CJ Taylor,Right hand,Right arm pace,No
CJW Gregory,Right hand,Right arm pace,No
C Karunaratne,Right hand,Right arm pace,No
C Kauripeke,Right hand,Right arm pace,No
CKB Kulasekara,Right hand,Right arm pace,No
CK Boycott,Right hand,Right arm pace,No
CK Coventry,Right hand,Right arm leg break,No
CK Holder,Right hand,Right arm pace,No
CK Hooper,Right hand,Right arm pace,No
C Kieswetter,Right hand,Right arm off break,No
CK Kapugedera,Right hand,Right arm pace,No
CK Kruger,Right hand,Right arm off break,No
CK Langeveldt,Right hand,Right arm pace,No
CK Leopard,Right hand,Right arm pace,No
CK Tshuma,Right hand,Right arm pace,No
C Kyewuta,Right hand,Right arm pace,No
CL Cairns,Right hand,Right arm pace,No
C Leeson,Right hand,Right arm pace,No
C le Roux,Right hand,Left arm pace,No
CL Fitzpatrick,Right hand,Right arm pace,No
CL Green,Right hand,Right arm pace,No
CL Griffith,Right hand,Right arm pace,No
CL Hall,Right hand,Right arm off break,No
CL Herring,Right hand,,No
C Liebenberg,Right hand,Right arm pace,No
CL Joubert,Right hand,,No
CL Rafferty,Right hand,Right arm pace,No
CL Tryon,Right hand,Left arm orthodox,No
CL White,Right hand,Right arm leg break,No
C Madan,Right hand,,No
C Magaia,Right hand,Right arm pace,No
CM Akachukwu,Right hand,Right arm pace,No
C Martin,Right hand,Right arm pace,No
CMA Shillington,Right hand,Right arm off break,No
CM Beggs,Right hand,Right arm pace,No
CM Brown,Right hand,Right arm pace,No
C McAuslan,Right hand,Right arm pace,No
C McKerr,Right hand,Right arm pace,No
CM Dickinson,Right hand,,No
CM Edwards,Right hand,Right arm leg break,No
CMG Atkins,Right hand,,No
CM Gautam,Right hand,,No
CM Green,Right hand,Right arm off break,No
CM MacDonell,Right hand,Right arm pace,No
C Mokibelo,Right hand,Left arm orthodox,No
C Moore,Right hand,,No
CM Scott,Right hand,Right arm off break,No
CM Shyam,Right hand,Right arm leg break,No
CM Taylor,Right hand,Right arm off break,No
CM Tuckett,Right hand,Right arm pace,No
C Munoz-Mills,Right hand,Right arm off break,No
C Murray,Right hand,Right arm leg break,No
C Murrombe,Right hand,,No
CMW Read,Right hand,,No
CM Wright,Right hand,Right arm pace,No
CN Ackermann,Right hand,Right arm off break,No
C Namugenyi,Right hand,Right arm pace,No
C Nanda,Right hand,Right arm leg break,No
CN Greaves,Right hand,Right arm leg break,No
CNIM Joyce,Right hand,Right arm leg break,No
CN Kent,Right hand,Right arm leg break,No
CN Miles,Right hand,Right arm pace,No
CN Nation,Right hand,,No
CN Onwuzulike,Right hand,Right arm pace,No
CO Browne,Right hand,,No
C Olivier,Right hand,Right arm pace,No
CO Obuya,Right hand,Right arm leg break,No
CO Taitt,Right hand,Right arm off break,No
CO Thurston,Right hand,Right arm pace,No
C Outerbridge,Right hand,Left arm pace,No
C Overton,Right hand,Right arm pace,No
C Peake,Right hand,Right arm leg break,No
C Pervez,Right hand,Right arm pace,No
C Pfalzner-Gibbon,Right hand,Right arm pace,No
C Piparo,Right hand,Right arm off break,No
CP Jack,Right hand,Right arm off break,No
C Prasad,Right hand,,No
C Prathyusha,Right hand,Right arm leg break,No
CP Rizwan,Right hand,Right arm leg break,No
CP Savage,Right hand,Right arm pace,No
CP Simpson,Right hand,Right arm off break,No
CP Tremain,Right hand,Right arm pace,No
CP Wellage,Right hand,Right arm pace,No
CP Wood,Right hand,Left arm pace,No
C Raack,Right hand,Right arm leg break,No
Craig Cachopa,Right hand,,No
CR Amini,Right hand,Right arm pace,No
CR Baker,Right hand,Right arm pace,No
CR Brathwaite,Right hand,Right arm pace,No
CR Brown,Right hand,Right arm off break,No
CRD Fernando,Right hand,Right arm pace,No
CR Douglas,Right hand,Right arm pace,No
CR Foggo,Right hand,,No
CR Hemphrey,Right hand,Right arm off break,No
C Rice,Right hand,Left arm orthodox,No
CR Jones,Right hand,Right arm off break,No
CR King,Right hand,Right arm pace,No
CR Knott,Right hand,Right arm off break,No
CR Kumarage,Right hand,Right arm pace,No
CR Pedersen,Right hand,Right arm off break,No
CR Seneviratna,Right hand,Right arm pace,No
CR Smith,Right hand,Right arm pace,No
CR Suryawanshi,Right hand,,No
CR Swan,Right hand,Right arm pace,No
C Rububagumya,Right hand,Right arm pace,No
C Rumistrzewicz,Right hand,Left arm orthodox,No
C Rushworth,Right hand,Right arm pace,No
CR Woakes,Right hand,Right arm pace,No
C Sawad,Right hand,Right arm pace,No
CS Baugh,Right hand,Right arm leg break,No
C Scholz,Right hand,Right arm pace,No
CS MacLeod,Right hand,Right arm pace,No
CS Martin,Right hand,Right arm pace,No
C Smith,Right hand,Right arm pace,No
C Sosa,Right hand,Right arm pace,No
CS Sandri,Right hand,Right arm off break,No
CS Terblanche,Right hand,Right arm off break,No
C Sully,Right hand,,No
